TIMESTAMP_DAY,TID,CLICKS,IMPRESSIONS
6/7/17,af68ff0bafbc8200,0,0
6/11/17,83f0774332a8d2e0,0,0
6/15/17,d274290d53f2b20a,0,0
6/11/17,a41e540356d9e0d6,0,0
6/17/17,12a25019bfbab5de,0,42
6/13/17,d063ca29dc5e2adb,0,0
6/23/17,cb574ee852831398,0,0
6/15/17,c01312a7cb2109a,0,0
6/19/17,ea35c79d565789df,0,0
6/23/17,10b9580a998ba1f0,0,0
6/14/17,18156a6cfa9780f4,0,38
6/7/17,d215c09f801f475b,0,0
6/18/17,ce4418225a7d1c18,0,0
6/19/17,10aa643665cfd2bc,0,0
6/5/17,b60c4725aef96232,0,0
6/17/17,3d8f94a880582a4,0,0
5/29/17,f9bf646d9ba14838,0,0
6/21/17,ae1d29c4e13679d7,0,0
6/19/17,3936966c48d51035,0,0
6/2/17,a58a744b76fc656f,0,0
6/13/17,bb9fad5384c01698,0,0
6/13/17,94e884e8d4f68a40,0,0
6/11/17,40b18dd415157bb8,0,0
6/24/17,408038c915684c69,0,0
6/5/17,c825f8848d2a8233,0,0
6/5/17,d784d86dd2ca5ade,0,0
6/4/17,b1161522998413f2,0,0
6/19/17,a6654034c8f0e171,0,0
6/24/17,7e422649f2b1dd11,0,4
6/22/17,1fbad222d557cced,0,0
5/30/17,aab4ed52abdc0dac,0,0
6/12/17,e2ebd9b572a4bceb,0,0
6/14/17,3ae284ae8fa0a23,1,2
6/7/17,aca57092523a8ea8,0,0
6/14/17,2be345acc73aa253,0,0
6/13/17,2874c3e51eb950b,0,0
6/23/17,91bd3d84534f16f1,0,0
6/6/17,334815e26aa666d8,0,0
6/15/17,ac78e527ef8e67e3,0,0
6/6/17,8b7af34340a510db,0,0
6/12/17,a876ba4d7bc7faf3,0,0
5/26/17,8ee8bc9e285511f7,0,16
6/12/17,cd7ad24b6ed4f36b,0,0
6/20/17,2a3acaa138618c0f,0,0
6/11/17,e5ceec92b4689551,0,0
6/21/17,6fd128ddd5389a6,0,0
6/19/17,5a65c54e48dcc55b,0,0
6/6/17,f936ad8aee16bde7,0,0
5/28/17,f8b5e93c8cdc929b,0,0
6/11/17,f31300ed790b3d93,0,0
6/20/17,316dfd73c99d2edc,0,6
6/11/17,9b02c2a50d532955,0,0
6/5/17,d74416fb955c737a,0,2
6/20/17,b2f02429d234e157,0,0
6/14/17,13eb592c2eeb782,0,0
6/1/17,a37ddf93da13dedd,0,0
6/22/17,62e90d7c6fc065a5,0,0
6/21/17,6cfd3add2bd353d9,0,0
6/8/17,f38f1c8df0d5e03b,1,4
6/14/17,a003daacfe63f824,0,0
6/21/17,1257932f087da935,0,0
6/16/17,2057b4c1a14fc09,0,0
6/25/17,d7273cdcd9853721,0,0
6/14/17,689a1049aec26bf,0,0
6/12/17,d935095ea0ede135,0,0
6/14/17,4ef4b74934fc1c5d,0,0
5/27/17,a3fc7d3c61775297,0,0
5/31/17,bae28b4b60254ac0,0,0
6/25/17,5240c5890ce688bb,0,0
5/27/17,2a1244305517adb2,0,0
6/22/17,b987a32ff6b4d83f,0,0
6/6/17,91f4b3c5f7502dd9,0,0
6/25/17,cebfeb05afe74807,0,0
6/5/17,c447a0ecec11b67f,0,0
6/21/17,d268bb360ab03bb,0,0
6/16/17,9fd1148e6a96338d,0,4
6/19/17,ba5ea9ef64303d70,0,0
6/10/17,2cdbc26f054c720e,0,0
5/28/17,3ec6bb533f8852ac,0,0
6/18/17,41166b9c0d420fdf,0,0
6/14/17,2eef5a54b99f4ffa,0,0
6/13/17,7bd097c8e9397633,0,0
6/23/17,1edf4bebe6583e1b,0,0
5/28/17,55a9b95e8cd96711,0,0
6/18/17,a76f59a55d690b39,0,18
6/10/17,c489e63fbfc18753,0,0
6/14/17,8d215b4bfb0b71c8,0,0
6/3/17,115baa3da7c64118,0,1
5/29/17,30ce2f0321c73bc6,0,0
6/14/17,48a81290c3330d07,0,0
6/24/17,21cfdafb02b8121,0,0
6/9/17,3fd7476faf7fc7df,0,0
6/10/17,5a95ea4510ef75d,0,0
6/4/17,1f38a512498eaf10,0,0
6/4/17,efb85dcbb3ab77b2,0,0
6/17/17,b19bde6e9501d41a,0,0
6/24/17,e9a9ef15b5145a78,0,0
6/14/17,4d52cf2bfc75bc99,0,0
6/11/17,ffc1cede863907a6,0,0
6/19/17,53a5442c37c84db1,0,0
6/14/17,fde2d950a218fdba,0,0
6/18/17,1ab81907636d833f,0,0
6/18/17,3cfa947788d80ad5,0,0
6/17/17,9eaa087664f4fd4a,0,0
6/2/17,aaaecc0f7d431722,0,1
6/15/17,dbaab71a41e8d2ce,0,0
6/18/17,a44987e82820f931,0,0
6/24/17,c135d58c4a819a54,0,0
6/22/17,a718778528050d3f,0,0
6/16/17,4dd2341d9d44d5c9,0,0
6/7/17,762bae6c4ca8bc1d,0,0
6/8/17,f380b7e5741c3f53,0,15
6/25/17,69a26d2ebd378dc7,0,0
6/25/17,c77ddd6543c0e158,0,0
6/5/17,e31ef5829f5d332d,0,0
6/18/17,1ee909a2d0d0246c,0,0
6/12/17,e92bd383c705e336,0,0
6/15/17,e5d7cdb4f3bfd59f,0,0
6/17/17,7bbf6c60e6760570,0,0
6/7/17,6f4358547533bae2,0,22
6/13/17,2da639c412c30d10,0,0
6/13/17,15a182dc51e37676,0,0
6/23/17,2c2c9aca334b356f,0,0
6/13/17,1e6046b1e372015a,0,0
6/16/17,1fd403da68e40dbe,0,0
6/1/17,c7da72a0e35de782,0,0
6/25/17,22b2f0e547ca1b92,0,1
6/15/17,ccd653af6911cdfc,0,0
6/16/17,a46ab743a4030fc1,0,0
6/16/17,6d3ed5755383d56b,0,0
6/7/17,42b0eb54f616e185,0,0
6/10/17,2807a6aa2a89a6ad,0,0
6/12/17,bde2ea9411c54a9a,0,0
6/21/17,b19925a8a15ea646,0,0
6/11/17,a1968b3c5f82ee77,0,0
6/5/17,45071741a243ccc3,0,0
6/1/17,d1adcd2e5b956c12,0,4
6/11/17,86f193247567efe3,0,0
6/10/17,800a59e8303672e9,0,0
6/18/17,39e1dcab33e44776,0,0
6/17/17,5df1dcbf4fb8dd04,0,0
6/23/17,b07fd454dc43502c,0,0
6/18/17,12736d84602ad3c,0,0
6/1/17,f0e241f6d80db655,0,0
6/13/17,3dd19e308e481604,0,0
6/19/17,720e6b228a6e7263,0,0
6/23/17,91e4fce70086233,0,0
6/16/17,563220de2a61176a,0,0
6/10/17,2438166183ce5d10,0,0
6/18/17,77f420a16912706e,0,1
6/15/17,b6ddc1991c74cc93,0,0
6/17/17,29071b14a90f298b,0,0
6/3/17,86f193247567efe3,0,0
5/29/17,73b361e3580a2378,0,0
6/25/17,8ed722b11fca3bfb,0,0
6/11/17,cedd9b849fef1b1f,0,19
6/16/17,8784bde125afdf46,0,0
6/10/17,a185a9fb0e2c5959,0,0
6/16/17,56e0fcfda69cff31,1,14
6/25/17,ee2f08971e4f1f7b,0,0
6/22/17,f44717daec84408b,0,0
6/17/17,d93e6fafc1b82fef,0,0
6/15/17,da047b733be26c4b,0,0
6/11/17,f22ecd79a54069b8,0,0
6/24/17,c277dd2e456135f8,0,0
6/21/17,3067e7f32c89a670,0,0
6/15/17,2aebcd276545e906,0,0
6/7/17,9713fb7742f20f0e,0,0
6/10/17,d5a60c1bf0d41670,0,0
6/8/17,9378658c74327ad1,0,0
6/8/17,817f5df4d3e358a8,1,2
6/9/17,22f8a506371b2378,0,0
6/3/17,a79b2769fe2da5d,0,0
6/24/17,53b448037552ed20,0,0
6/1/17,8640b3fcb7031c1b,0,0
6/24/17,2dd2cf2ac69d16b0,0,0
6/22/17,5205e8593635da85,0,0
5/31/17,e17220fcd472b802,0,0
6/18/17,88d090cfd395c575,2,12
6/6/17,115baa3da7c64118,0,0
6/12/17,dee46dbfb08b204d,0,0
6/18/17,e8b267558953e29d,0,0
6/24/17,b5f24882439e310e,0,0
6/5/17,30c8bd5126ac3226,0,0
6/22/17,54c12ea29ce26718,0,0
6/17/17,f0d43fba658774ae,0,0
5/28/17,4c1348c2fc155203,0,0
6/20/17,43535b92f537f111,0,24
6/17/17,80c1ade16fd837a2,0,0
6/18/17,d55f02cc74b7a3e9,0,0
6/10/17,681de74a462a2137,0,0
6/19/17,90676dc382eebb68,0,0
6/18/17,b661acaff0758b2a,0,0
6/13/17,e4835dedf426b45f,0,0
6/23/17,60eebfe653a164e9,0,0
6/16/17,bec580e010afbc3f,0,0
6/2/17,f22866cf5ba1266a,0,0
6/16/17,97132052f6cf8e24,0,0
6/20/17,e71f653e2092e481,0,0
6/16/17,b6713e43e0053b25,0,0
6/18/17,2e2411874ee7d096,0,0
6/21/17,ece7afdad3b1d37e,0,0
6/22/17,56821877ea31c01d,0,0
6/6/17,bda9f4308bca4339,0,0
6/18/17,146d2ab96981bc05,0,0
6/20/17,78a58f8bd2f494f6,0,0
6/16/17,2298bfb6cdadef1f,0,0
5/26/17,78fbefabc683baa7,0,0
6/19/17,3b06e4949b04836c,0,0
6/25/17,b5a4d2a29c0b9cba,0,0
6/10/17,33114e63e55f5c0,0,0
6/3/17,62af781c1c473c0b,0,0
6/17/17,7a7ecb90f4cb2cb0,0,0
6/12/17,265def2814118457,0,0
6/21/17,165191632513bd80,0,0
6/18/17,47f63114433d99be,0,0
6/14/17,ff5d41c47dec78db,0,54
6/22/17,67dc33f9e29e4ab8,0,0
6/20/17,16a1646c616038b2,0,0
6/13/17,7453b5f3eb647151,0,0
6/10/17,50a382651435ce52,0,0
6/4/17,8fc486ac6a76c15a,0,0
6/17/17,321b196c4f2d3d8e,0,0
6/9/17,258bf1af99f9c3d0,0,0
6/12/17,13628b1ec7697e8,1,2
6/13/17,80214cda61d272fa,0,0
6/10/17,e5341670b8be0ad1,0,0
6/24/17,8b77c0e707a7fb0,0,0
6/12/17,6f19c65bbbaff6d2,0,0
6/21/17,d0b9be3ce94d97f8,0,0
6/7/17,1b7d47a21df890da,0,0
6/19/17,1d89bcfe4e058375,0,0
6/6/17,f1d73e1aeb6bcf07,0,0
6/6/17,40b447df26dff1ec,0,0
6/9/17,54567c28c30c5d5c,0,0
6/4/17,f3b717f8878ea6dc,0,2
6/6/17,bb88c4bbba11afa9,0,0
6/17/17,a2ae12b42cb99d24,0,0
6/10/17,3aa9c8eb0f484060,0,0
5/31/17,23f947c42b0ae8a6,0,0
6/1/17,b050d5ec63f4e872,0,0
6/20/17,18ec0c305a547053,0,0
6/23/17,59cb97eb96e77983,0,0
6/17/17,9c7978d75c75d4f0,0,0
6/23/17,791a6771acfed646,0,0
6/12/17,186a3becdf83770e,1,37
6/13/17,e0c30c7fd66a09f3,0,3
6/23/17,a520742efdd78e5a,0,0
6/10/17,f7ac33a2de2793e4,0,0
6/14/17,1eddc5b3c2e9eee1,1,8
6/19/17,7b9c26dfeb9ca50c,0,0
6/9/17,25425f7ba92f23f4,0,0
6/7/17,6a42539ddf33d579,0,0
6/17/17,7788d820c3d86afb,0,3
6/15/17,59626dd4b2958514,0,0
6/24/17,a8ed1ff4573cd5a3,0,0
6/17/17,3fad5ca144cd18f4,0,0
6/7/17,bff4f7fa3193ab1d,0,0
6/6/17,480d6c72069b5db7,0,0
6/25/17,85f706723fa09e5,0,0
6/23/17,91235d0ae70e3a4c,0,0
6/10/17,1fc81cffb5cf3de7,0,0
6/24/17,4a996ce768f9f569,0,0
6/20/17,e92bd383c705e336,0,0
6/17/17,9500b57e90e41ab6,0,0
6/4/17,8305d6d30ad88c53,0,0
6/11/17,625de8e497169e54,0,0
6/18/17,dc175393697ea14b,0,0
5/30/17,18406ae70e8efdac,0,0
6/12/17,34442933793af0a,0,0
6/20/17,88fac44797730f74,0,0
6/24/17,4ea50998dbe4a138,0,0
6/10/17,ab4073ddd06a95df,0,0
6/24/17,bd2d638402a07ae6,0,0
6/19/17,baf639fea98b0819,0,0
6/17/17,50cc97e3f6f51fb7,0,0
6/8/17,8c7dad9280b3533d,0,0
6/8/17,33fc898bdf762a1b,0,0
6/19/17,2bd02288fc90a0d3,0,0
6/22/17,83db5f30277fbe8b,0,0
6/23/17,d067733ce4748f9f,0,0
6/18/17,e07ded8023964833,0,0
5/30/17,3ffa775c807bf6ae,0,0
6/2/17,71c92ab40fa6d4b6,0,0
6/13/17,8d8aeb3f8d7b2d54,0,0
6/21/17,4c15eb4fd459983a,0,0
6/25/17,ef44941f60816e5a,0,0
6/20/17,75614f9087902a8f,0,0
6/11/17,5555ed4eb614518d,0,0
6/16/17,5ab88ebb9e2585dc,0,0
6/20/17,967d89b77a82de3a,0,0
6/9/17,769951cba3b75227,0,0
5/27/17,ccf11c585036ded9,2,4
6/10/17,1ff394494959d145,0,0
5/28/17,ffa39470b867a496,0,0
6/6/17,3747186781084e8f,0,14
6/3/17,10242d17da0c39fc,0,42
6/22/17,1e40dc7df26481c1,0,0
6/20/17,538a6c3dc106a683,0,0
6/21/17,fe0a8e861498c74,0,0
6/17/17,915f5a211f2c197f,0,0
6/20/17,8a4479b9890cb750,0,0
6/10/17,ea2345e9c848e243,0,0
6/19/17,bb857cc0324e8a19,0,0
6/2/17,d8edaf7ecf6f959d,0,0
6/9/17,a2a2e31d027931b1,0,0
6/22/17,c7f6f6545767d8da,0,0
6/7/17,821b1e4c0b73c6f2,0,0
6/6/17,ec765579d4283246,0,0
6/5/17,d705cc895615247c,1,6
6/17/17,c4068d3c28ec5b3c,0,0
6/12/17,369aa7566040cb83,0,0
6/19/17,7f5923a4920d8631,0,0
6/14/17,9b0947e84f2e3c0c,0,6
6/13/17,2c7cd09b1b60d6dd,0,0
6/21/17,27522a23d0b89adc,0,0
6/5/17,bb9ae6f27e63063d,0,0
6/22/17,96cfddefc59a63ea,0,0
6/15/17,c7066466b26faf19,0,0
6/3/17,432b34cb0f862e71,0,0
6/9/17,de090354dcd2eee8,0,0
6/16/17,b5e7fb01dcafece8,0,4
6/18/17,721265c766bb3c1,0,0
6/17/17,11335ef74ec2bb4e,0,0
6/24/17,8e44c9550710eec9,0,0
6/7/17,189025a82f38942e,0,1
6/22/17,e75413a516cbd8aa,0,0
6/3/17,4f16d2ac0e3ae426,0,0
6/22/17,5f1e04d41a5c14cc,0,0
6/21/17,a0f8f204483827b9,0,0
6/23/17,e233f0c670b8d00,0,0
6/20/17,14ac50f6d087ed4b,0,0
6/18/17,89a53720eb187d17,0,0
6/22/17,b7d4389cef86e388,0,1
6/6/17,e7a731d6cda1860d,0,0
6/7/17,3902ee87f87f2b79,0,0
6/15/17,c913d253a9e4c159,0,0
6/4/17,d11685f9aa9d3185,0,0
6/11/17,6a91ce093dc00afd,0,0
6/19/17,5e52c13634a4f0b0,0,0
6/21/17,f8c7fff451e732cd,0,0
6/12/17,982e5293e4188339,0,0
6/25/17,9268c8bf8910348c,0,0
6/5/17,4a74cec5face6c15,0,0
6/13/17,381e6d584a7c3604,0,11
5/31/17,e0c7f00e952a64e7,0,0
6/8/17,72b26b1ffb42c1e4,0,0
6/12/17,428c5bfe450d647d,0,0
6/3/17,3c2bc72aefb70f8e,0,0
5/27/17,d5fa108f139c4e8e,0,0
6/17/17,dcb725681c52c4c7,0,0
6/7/17,c2fcb966c1cbd51b,0,0
6/2/17,638ec3377a221084,0,2
6/17/17,70d1ce2f14a375cf,0,0
6/4/17,d9299b955b8d4873,1,2
5/31/17,8c4c3692577950fe,0,0
6/8/17,d11685f9aa9d3185,0,0
6/3/17,d214f16d0f61df9e,0,0
6/11/17,575467db7dee9fa3,0,0
6/22/17,2b73cf544b2953aa,0,0
6/3/17,3def26b1656d03a7,0,0
6/9/17,b413d72722eddc2b,0,0
6/18/17,f0b829f40b09407c,0,0
6/13/17,51e3e4d19c5c264d,0,0
6/13/17,346f477aa2119d65,0,0
6/9/17,17594fa974373c22,0,0
6/16/17,b895e915f0c48054,0,0
6/5/17,c8a4c14839bc363,0,0
6/24/17,8686192dcc146814,0,0
6/8/17,1a81607e3760f3d6,0,0
6/23/17,3c936f70f9bd92af,0,0
6/13/17,fedde58016bdaa15,0,2
6/22/17,cb1034c8347e20f4,0,0
6/18/17,a9918e09b3c49516,0,0
6/20/17,9f856853174e9fc3,0,0
5/28/17,db159a078b530e49,0,0
6/20/17,22b2f0e547ca1b92,0,1
6/9/17,45be12b87531a624,2,9
6/24/17,6e30904006da24e4,0,0
6/15/17,26e130d735264619,0,0
6/6/17,111d9c36dae00873,0,4
6/15/17,84661fe4c5aedf09,0,0
6/18/17,cd0aa352262c34c4,0,0
6/22/17,be8551db4ee74411,0,0
6/11/17,cfecbfd10784a625,0,0
6/23/17,1fbad222d557cced,0,0
6/4/17,107009bcf1caa52c,0,0
6/16/17,f9d0258f8d8a6511,0,0
6/1/17,5bc8f103158529a3,0,0
6/15/17,fcac01ff83e66bc8,1,2
6/11/17,88003b0a0ed0b503,0,0
6/24/17,87e81cb1aaf91848,1,6
6/13/17,a70fa5b2102b8705,0,0
6/24/17,fd80e0b052ecc775,0,0
6/1/17,8c75246b1326b18a,0,0
6/3/17,475a7f8cc646893e,0,0
6/14/17,73b4ed5e7ad39331,0,0
6/17/17,16a1646c616038b2,0,0
5/31/17,3a53125065aeb763,0,0
6/23/17,a5fce11ff2dea7ef,0,0
6/3/17,5549ec2cb39392f6,0,0
6/14/17,5eaed606ea5bb4f8,0,0
6/20/17,406c8908335cdfac,0,0
6/24/17,495f41350f0337c9,0,0
6/8/17,8842c0cb03234804,0,0
6/7/17,321ffcabf6d6c4fb,0,0
6/13/17,394b5f031a4403db,0,14
6/8/17,e1836914ac394935,0,0
6/2/17,7a0e40801f256fd4,0,13
6/2/17,b9bf8d09a54e1d9f,0,0
6/24/17,1342ae9c3a90b3e9,0,0
6/7/17,ca3f8396b3f7b7ed,0,0
6/24/17,f1e2733709cea4bd,0,0
6/6/17,3c4d4f9625250fee,0,0
6/18/17,d906e4e0d59b47c2,0,0
6/4/17,2e2d18b22cdfb9d1,0,0
6/12/17,a781df6fc657cdff,0,0
6/18/17,4d6d0762e49cba7d,0,0
6/11/17,aade1385bffbd82c,0,0
6/14/17,a24a8ba57c7f68cc,0,0
6/21/17,790548cf4f83e67f,0,0
6/14/17,ddab7b1c5aec07b2,0,0
6/8/17,3a6a284638ff7532,0,6
6/13/17,8fae4322d04e340,0,0
6/14/17,3d1270b642767975,0,0
6/23/17,8b85a08f04841474,0,0
6/7/17,b9eb1043f03261c3,0,0
6/17/17,4088e54e89e8e560,0,0
6/24/17,a709a9cc44ab5c31,0,0
6/24/17,83521146aa4989fd,0,0
6/14/17,936a0442f7ebed49,0,0
6/14/17,3a2ffd90c8ce334a,0,0
6/6/17,d787a8d7aa7da052,0,8
5/31/17,3835445bf04336cd,0,0
6/14/17,284c38d7317a720b,0,0
6/22/17,d760e5c467b15408,0,0
5/30/17,c49448466371f270,0,0
6/19/17,7856f61ef8aabbd7,0,0
6/14/17,9a40b43a4015e0c0,0,0
6/23/17,38ffafd498453226,0,0
6/19/17,720fb110f41c7eab,0,0
6/17/17,9939f673eebd091c,0,0
6/14/17,581ae18d20945b01,0,0
6/15/17,7ef1b8f500c75e89,0,35
6/1/17,4fa660cd62c74b23,0,0
6/19/17,9118503eaf233fc0,0,0
6/21/17,92abd65b34bc6333,0,0
6/8/17,fd0d3a8afbfac85d,3,32
6/18/17,6278d989226ed04e,0,0
6/20/17,5baab6e9a64aa989,0,0
6/25/17,2c8ee649d7794615,0,0
6/1/17,b620c8fbab30e660,0,0
6/15/17,1fd403da68e40dbe,0,0
6/18/17,b46fe84a9af48dd8,0,0
6/21/17,4b2ed1b8cb9fe3ce,0,0
6/13/17,bc4a162c386ad14f,1,6
5/26/17,c332f02b5aee4631,2,10
6/16/17,a85692c5cfcbd514,0,0
6/2/17,8d73e18d08399dd9,0,0
6/18/17,911db12627aabd3b,0,14
6/8/17,4b4d455e59a8b610,1,25
6/16/17,568062f4e8673026,0,0
6/18/17,15670c480c0db5e7,0,0
6/20/17,d9db1a657f42c009,1,2
6/20/17,51f19f5f45de9147,0,0
6/24/17,d5edc0b57a786635,0,4
6/7/17,630da6d4d92e7ac8,0,0
6/22/17,17a30e0029a92971,0,0
6/23/17,f6ddb0f7deb06a53,0,0
6/2/17,e024f8e31a4be1e9,0,0
6/24/17,6ca6c4a2acdbebad,0,0
6/5/17,65cb62554d2ba636,0,0
6/6/17,8315aed330c550ff,0,0
6/17/17,6a6adc0a7633ac3a,0,0
6/13/17,83c274346d48fa9a,0,0
6/17/17,d01dec4541e01b47,0,0
6/13/17,fd76a61c62bb9f7e,0,0
6/14/17,1754cab352efdb9b,0,0
6/4/17,9833ec160ad9d066,0,0
6/6/17,92a88c2eedf5073f,0,0
6/19/17,eff3b7fa161469a6,0,0
6/14/17,8a885b08769c3394,0,0
6/9/17,47e123c21dd4fddc,0,0
6/22/17,40038412a14e022d,0,0
6/5/17,475a7f8cc646893e,0,0
6/16/17,c121c9beb12d61de,0,0
6/1/17,8caa77e9a94b918d,0,1
6/13/17,25abb1649627412d,0,14
6/9/17,ec311d723359796b,0,0
6/7/17,71707dab7976295a,0,0
6/24/17,4a5acfc456a5787b,0,0
6/10/17,39414767e58b34a9,0,0
6/3/17,6af59255a199ae18,0,0
6/14/17,57e7e4698fca039a,0,0
6/22/17,28445de4a749e100,0,0
6/13/17,1417e20eb8aea357,0,13
6/25/17,96cfddefc59a63ea,0,0
6/16/17,713e05b130912e9a,0,0
6/16/17,fc204b2692e63009,0,0
5/31/17,988e9c2ae341ff77,0,0
6/21/17,ad681b15806813d9,0,0
6/9/17,85ca4e4b48061c30,0,0
6/16/17,619263aa98cb9263,0,0
6/9/17,e024f8e31a4be1e9,0,0
6/1/17,6c8d72d536eb26b7,1,8
6/4/17,c825f8848d2a8233,0,0
6/20/17,6f105a0686a8b123,0,0
6/15/17,3151650680ab854,0,0
6/18/17,e624e15fe844ff91,0,0
6/14/17,ddecc15fd7a4c253,3,24
6/8/17,234e90b0f92ac7cb,0,0
6/14/17,65ac8dccddcda8f1,0,0
6/17/17,816f371ea554994d,0,0
6/13/17,e2955744eb2dfb1f,0,0
6/11/17,b3eb16270eed66a3,0,0
5/31/17,f00cad614de109d2,0,0
5/31/17,9bcf2ae39429272f,0,0
6/20/17,6d96945dd4bb36a5,0,0
6/16/17,c7f3c253d80956a9,0,2
5/31/17,b3119579b186ff20,0,0
5/29/17,4109750bf30313b1,0,0
6/23/17,feb9e1f2e218516c,0,0
6/24/17,e4fa2fed19e0cd0e,0,0
6/25/17,e315c0b91194a0f5,0,0
6/17/17,70e1af30291609aa,0,0
6/25/17,28071a8b0acb3625,0,0
6/1/17,7e6afa8f1174d249,0,0
6/11/17,5f80746f060030f3,0,0
6/12/17,25cf10f481aeb0d,0,0
6/19/17,8278e6e2652472cd,0,0
6/11/17,88b9421c903e3f53,0,0
6/11/17,7500d24424a839b0,0,0
6/21/17,27fcec5157045e2e,0,0
6/10/17,dfc4c1722b0e2bb9,0,6
6/10/17,72b4a305975ae256,0,0
6/17/17,eecd5808c9803f3e,0,0
6/14/17,18ca98e10e2943ec,0,0
6/11/17,49490ecff232016a,0,0
6/18/17,f8d6e496d47bb48f,0,0
6/4/17,de7a417265a090c2,0,0
6/23/17,74ff8539c89de2ab,0,0
6/12/17,95fbd1a60db6df0,0,0
6/14/17,715e220596f30649,0,8
6/2/17,ede60cd975d20342,0,0
6/23/17,f2d3abbf0635a29b,0,0
6/6/17,500a32d8cc012639,0,0
6/19/17,dcb725681c52c4c7,0,0
6/8/17,c22034600120c300,0,0
6/23/17,b39d25bbf8f6b4ae,0,0
6/2/17,cd104d1913d5f375,0,0
6/14/17,95f31b6c0faac6b5,0,0
6/23/17,3c352d2cead7d96a,0,0
6/1/17,1621c30beaff3cc6,0,0
6/14/17,ba3ed5a7b3fea886,0,0
6/22/17,c57649e683126eb5,0,0
6/4/17,fea62619d5a999b2,0,0
6/25/17,a1d5b72ff855261f,0,0
6/6/17,1fc9ee59b656b8f4,0,0
6/9/17,1cdc4ead27ff9519,0,0
6/16/17,9143ee61b89b141a,0,0
